    Time       Tim        CO2       Fit      Trn
   1981.2500   1981.2491   338.52   338.57   339.00
   1981.2889   1981.2902   338.80   338.78   339.05
   1981.3334   1981.3340   338.91   338.91   339.10
   1981.4166   1981.4162   339.20   339.13   339.21
   1981.4556   1981.4545   339.09   339.10   339.26
   1981.5000   1981.5010   339.15   339.18   339.32
   1981.5376   1981.5366   339.33   339.49   339.37
   1981.5834   1981.5832   340.17   339.94   339.44
   1981.6210   1981.6215   339.88   340.08   339.50
   1981.7056   1981.7064   340.29   340.28   339.64
   1981.7500   1981.7502   340.38   340.40   339.71
   1981.7903   1981.7912   342.68   340.35   339.78
   1981.8307   1981.8296   340.25   340.20   339.85
   1981.8723   1981.8734   339.91   340.04   339.93
   1981.9166   1981.9172   339.99   339.96   340.01
   1981.9542   1981.9555   339.96   339.94   340.09
   1982.0027   1982.0021   339.87   339.91   340.18
   1982.0376   1982.0376   339.90   339.88   340.25
   1982.0834   1982.0842   339.85   339.86   340.34
   1982.0953   1982.0951   351.61   339.85   340.37
   1982.1250   1982.1253   339.85   339.84   340.43
   1982.1666   1982.1663   339.81   339.83   340.51
   1982.2042   1982.2047   350.45   339.91   340.59
   1982.2500   1982.2512   346.64   340.12   340.69
   1982.2889   1982.2895   340.31   340.32   340.77
   1982.3334   1982.3333   340.48   340.51   340.87
   1982.3710   1982.3717   340.62   340.67   340.95
   1982.4166   1982.4155   340.91   340.86   341.04
   1982.4556   1982.4565   340.94   341.03   341.12
   1982.5000   1982.5003   341.25   341.22   341.21
   1982.5376   1982.5387   341.34   341.38   341.29
   1982.5834   1982.5825   341.56   341.63   341.38
   1982.6210   1982.6208   341.98   341.93   341.45
   1982.6666   1982.6674   342.14   342.23   341.54
   1982.7056   1982.7057   342.38   342.30   341.62
   1982.7500   1982.7495   342.23   342.27   341.69
   1982.7876   1982.7878   342.30   342.33   341.76
   1982.8334   1982.8344   343.13   342.45   341.84
   1982.8723   1982.8727   342.54   342.48   341.91
   1982.9166   1982.9165   342.35   342.43   341.98
   1982.9542   1982.9548   342.40   342.34   342.03
   1983.0081   1983.0068   342.19   342.16   342.11
   1983.0376   1983.0370   341.89   342.06   342.15
   1983.0591   1983.0589   342.10   342.01   342.18
   1983.0923   1983.0917   350.74   341.95   342.23
   1983.1250   1983.1246   348.67   341.87   342.27
   1983.1720   1983.1711   341.72   341.73   342.33
   1983.2042   1983.2040   341.72   341.70   342.36
   1983.2528   1983.2533   341.75   341.78   342.42
   1983.2944   1983.2943   341.87   341.80   342.46
   1983.3361   1983.3354   341.68   341.79   342.50
   1983.3763   1983.3765   341.98   341.88   342.55
   1983.4194   1983.4203   341.91   342.14   342.59
   1983.4583   1983.4586   342.66   342.49   342.62
   1983.5107   1983.5106   342.67   342.96   342.67
   1983.5457   1983.5462   343.42   343.14   342.70
   1983.5861   1983.5873   343.02   343.18   342.74
   1983.6237   1983.6229   343.23   343.20   342.77
   1983.6722   1983.6721   343.32   343.35   342.81
   1983.7111   1983.7105   343.52   343.48   342.84
   1983.7527   1983.7515   343.47   343.53   342.88
   1983.7903   1983.7899   343.52   343.49   342.91
   1983.8362   1983.8364   343.46   343.41   342.96
   1983.8723   1983.8720   343.25   343.32   342.99
   1983.9166   1983.9158   343.23   343.19   343.03
   1983.9542   1983.9541   343.14   343.10   343.07
   1984.0000   1984.0007   342.98   343.05   343.12
   1984.0618   1984.0609   343.02   342.98   343.19
   1984.0834   1984.0828   342.88   342.93   343.21
   1984.1237   1984.1239   342.86   342.81   343.26
   1984.1666   1984.1677   342.66   342.73   343.31
   1984.2042   1984.2033   342.79   342.71   343.36
   1984.2500   1984.2498   342.69   342.72   343.42
   1984.2889   1984.2882   342.74   342.78   343.47
   1984.3710   1984.3703   343.13   343.15   343.59
   1984.4166   1984.4168   343.31   343.31   343.66
   1984.4583   1984.4579   343.45   343.45   343.72
   1984.5000   1984.4990   343.64   343.69   343.79
   1984.5376   1984.5373   344.00   343.99   343.85
   1984.5834   1984.5838   344.29   344.33   343.92
   1984.6210   1984.6222   344.54   344.55   343.99
   1984.6666   1984.6660   344.77   344.74   344.06
   1984.7056   1984.7043   344.83   344.87   344.12
   1984.7500   1984.7509   344.92   344.91   344.20
   1984.7876   1984.7864   344.93   344.85   344.26
   1984.8334   1984.8330   344.65   344.79   344.34
   1984.8806   1984.8795   344.94   344.80   344.42
   1984.9193   1984.9206   344.66   344.73   344.49
   1984.9569   1984.9562   344.67   344.61   344.55
   1985.0027   1985.0027   344.42   344.58   344.63
   1985.0403   1985.0411   344.88   344.65   344.69
   1985.0646   1985.0657   344.59   344.67   344.73
   1985.0807   1985.0794   344.57   344.66   344.75
   1985.1339   1985.1342   344.56   344.52   344.83
   1985.1693   1985.1697   344.52   344.48   344.89
   1985.2096   1985.2108   344.48   344.52   344.95
   1985.2500   1985.2491   344.55   344.56   345.01
   1985.2889   1985.2902   344.61   344.57   345.07
   1985.3334   1985.3340   344.59   344.62   345.13
   1985.4166   1985.4162   344.87   344.86   345.25
   1985.4556   1985.4545   345.04   344.99   345.30
   1985.5000   1985.5010   345.15   345.33   345.36
   1985.5403   1985.5394   345.76   345.66   345.41
   1985.5834   1985.5832   345.80   345.83   345.47
   1985.6210   1985.6215   345.88   345.88   345.52
   1985.7056   1985.7064   346.27   346.21   345.63
   1985.7554   1985.7556   346.22   346.22   345.70
   1985.7876   1985.7885   346.08   346.17   345.74
   1985.8334   1985.8323   346.28   346.16   345.80
   1985.8723   1985.8734   346.08   346.15   345.86
   1985.9166   1985.9172   346.08   346.07   345.92
   1985.9542   1985.9555   346.05   346.00   345.98
   1986.0000   1985.9993   345.88   345.93   346.04
   1986.0376   1986.0376   345.91   345.88   346.10
   1986.0834   1986.0842   345.81   345.84   346.17
   1986.1250   1986.1253   345.82   345.80   346.24
   1986.1666   1986.1663   345.79   345.75   346.31
   1986.2042   1986.2047   345.68   345.80   346.37
   1986.2500   1986.2512   346.10   345.99   346.45
   1986.2889   1986.2895   346.00   346.09   346.52
   1986.3334   1986.3333   346.14   346.12   346.61
   1986.3710   1986.3717   346.16   346.18   346.68
   1986.4166   1986.4155   346.38   346.41   346.77
   1986.4556   1986.4565   346.67   346.71   346.85
   1986.4611   1986.4620   346.64   346.75   346.86
   1986.5000   1986.5003   347.04   346.98   346.94
   1986.5376   1986.5387   347.09   347.17   347.02
   1986.5834   1986.5825   347.41   347.40   347.12
   1986.6210   1986.6208   347.62   347.65   347.20
   1986.6694   1986.6701   347.93   347.95   347.31
   1986.7056   1986.7057   348.08   348.06   347.39
   1986.7527   1986.7522   348.05   348.07   347.50
   1986.7876   1986.7878   348.09   348.06   347.58
   1986.8334   1986.8344   348.05   348.13   347.68
   1986.8750   1986.8754   348.32   348.26   347.78
   1986.9166   1986.9165   348.34   348.36   347.87
   1986.9866   1986.9877   349.00   348.34   348.04
   1987.0699   1987.0698   348.21   348.23   348.22
   1987.1101   1987.1109   348.13   348.10   348.31
   1987.1637   1987.1629   347.96   347.89   348.43
   1987.1854   1987.1848   347.68   347.87   348.47
   1987.2257   1987.2259   348.08   347.99   348.56
   1987.2500   1987.2505   348.16   348.12   348.61
   1987.2889   1987.2888   348.14   348.25   348.69
   1987.3361   1987.3354   348.33   348.24   348.78
   1987.3710   1987.3710   348.22   348.25   348.85
   1987.4166   1987.4175   348.39   348.45   348.94
   1987.4556   1987.4559   348.64   348.68   349.01
   1987.5000   1987.4997   348.93   348.89   349.08
   1987.5430   1987.5435   349.03   349.12   349.16
   1987.5887   1987.5900   349.36   349.41   349.23
   1987.6210   1987.6201   349.66   349.56   349.28
   1987.6805   1987.6804   349.56   349.71   349.37
   1987.7083   1987.7077   349.87   349.76   349.41
   1987.7527   1987.7515   349.82   349.87   349.47
   1987.7876   1987.7871   349.92   349.90   349.52
   1987.8362   1987.8364   349.79   349.81   349.58
   1987.8861   1987.8857   349.76   349.77   349.65
   1987.9111   1987.9103   349.88   349.81   349.68
   1987.9220   1987.9213   349.83   349.83   349.69
   1987.9596   1987.9596   349.83   349.91   349.74
   1988.0107   1988.0116   349.96   349.85   349.80
   1988.0537   1988.0527   349.68   349.76   349.85
   1988.0978   1988.0965   349.75   349.75   349.90
   1988.1294   1988.1294   349.80   349.75   349.93
   1988.1666   1988.1677   349.73   349.70   349.98
   1988.2096   1988.2088   349.58   349.64   350.02
   1988.2556   1988.2553   349.69   349.64   350.07
   1988.2944   1988.2936   349.70   349.69   350.12
   1988.3979   1988.3977   350.11   350.05   350.24
   1988.4166   1988.4168   350.09   350.10   350.26
   1988.4556   1988.4552   350.14   350.20   350.31
   1988.5054   1988.5044   350.45   350.42   350.37
   1988.5430   1988.5428   350.60   350.67   350.41
   1988.5887   1988.5893   350.97   350.95   350.47
   1988.6210   1988.6222   351.12   351.11   350.52
   1988.6666   1988.6660   351.19   351.28   350.57
   1988.7527   1988.7536   351.12   351.33   350.69
   1988.7849   1988.7837   351.47   351.36   350.74
   1988.8445   1988.8439   351.36   351.39   350.82
   1988.8723   1988.8713   351.29   351.28   350.86
   1988.8806   1988.8795   355.65   351.24   350.87
   1988.9569   1988.9562   350.99   350.98   350.99
   1989.0081   1989.0082   350.84   350.83   351.07
   1989.0953   1989.0958   350.32   350.39   351.20
   1989.1370   1989.1369   350.51   350.50   351.27
   1989.1720   1989.1725   350.67   350.62   351.32
   1989.2069   1989.2081   350.59   350.65   351.38
   1989.2667   1989.2656   350.81   350.79   351.47
   1989.3387   1989.3395   351.26   351.28   351.58
   1989.3951   1989.3943   351.44   351.42   351.67
   1989.4249   1989.4244   351.44   351.47   351.72
   1989.4667   1989.4654   351.66   351.65   351.78
   1989.5027   1989.5038   351.81   351.90   351.84
   1989.5457   1989.5448   352.17   352.12   351.90
   1989.6129   1989.6133   352.35   352.49   352.00
   1989.6237   1989.6242   352.67   352.56   352.01
   1989.7194   1989.7201   352.72   352.65   352.15
   1989.7607   1989.7611   352.51   352.56   352.21
   1989.7957   1989.7967   352.61   352.67   352.25
   1989.8473   1989.8460   352.96   352.85   352.32
   1989.8723   1989.8734   352.72   352.82   352.36
   1989.9166   1989.9172   352.75   352.66   352.41
   1989.9542   1989.9555   352.50   352.59   352.46
   1989.9919   1989.9911   352.62   352.57   352.51
   1990.0834   1990.0842   352.33   352.37   352.62
   1990.1161   1990.1170   352.37   352.34   352.66
   1990.1666   1990.1663   352.30   352.29   352.72
   1990.2042   1990.2047   352.25   352.27   352.76
   1990.2500   1990.2512   352.34   352.35   352.82
   1990.2889   1990.2895   352.45   352.43   352.86
   1990.3334   1990.3333   352.46   352.48   352.92
   1990.3710   1990.3717   352.53   352.59   352.96
   1990.4194   1990.4182   352.86   352.82   353.02
   1990.4583   1990.4593   352.94   353.01   353.06
   1990.5000   1990.5003   353.21   353.21   353.11
   1990.5376   1990.5387   354.10   353.39   353.16
   1990.5834   1990.5825   353.53   353.52   353.21
   1990.6237   1990.6235   353.65   353.64   353.26
   1990.6694   1990.6701   353.81   353.94   353.31
   1990.7083   1990.7084   354.27   354.12   353.36
   1990.7527   1990.7522   353.96   354.00   353.41
   1990.7903   1990.7906   353.80   353.84   353.45
   1990.8362   1990.8371   365.95   353.87   353.51
   1990.8723   1990.8727   353.94   353.95   353.55
   1990.9166   1990.9165   353.87   353.86   353.60
   1990.9596   1990.9603   353.74   353.72   353.66
   1991.0430   1991.0424   353.54   353.58   353.76
   1991.0834   1991.0835   353.51   353.34   353.80
   1991.1250   1991.1246   352.87   353.10   353.85
   1991.1666   1991.1656   353.18   352.99   353.90
   1991.2069   1991.2067   352.89   352.96   353.95
   1991.2500   1991.2505   352.98   353.07   354.00
   1991.2889   1991.2888   353.39   353.33   354.04
   1991.3361   1991.3354   353.57   353.68   354.10
   1991.3710   1991.3710   353.81   353.80   354.14
   1991.4249   1991.4257   353.96   353.92   354.20
   1991.4500   1991.4504   353.91   354.05   354.22
   1991.5000   1991.4997   354.41   354.39   354.27
   1991.5349   1991.5352   354.58   354.57   354.31
   1991.6183   1991.6174   354.99   354.97   354.39
   1991.6666   1991.6667   355.19   355.17   354.44
   1991.7028   1991.7023   355.21   355.25   354.48
   1991.7500   1991.7488   355.29   355.32   354.52
   1991.7822   1991.7817   355.43   355.34   354.55
   1991.8334   1991.8337   355.15   355.21   354.59
   1991.8723   1991.8720   355.11   355.09   354.63
   1991.9274   1991.9268   355.01   354.97   354.68
   1991.9703   1991.9706   354.77   354.84   354.71
   1992.0054   1992.0062   354.82   354.75   354.74
   1992.0430   1992.0418   354.70   354.72   354.77
   1992.0863   1992.0856   354.64   354.64   354.81
   1992.1294   1992.1294   354.45   354.42   354.84
   1992.1666   1992.1677   354.27   354.25   354.87
   1992.2042   1992.2033   354.20   354.25   354.90
   1992.2528   1992.2526   354.41   354.36   354.94
   1992.2889   1992.2882   354.37   354.37   354.97
   1992.3763   1992.3758   354.58   354.57   355.05
   1992.4166   1992.4168   354.79   354.75   355.08
   1992.4611   1992.4606   354.79   354.87   355.12
   1992.5027   1992.5017   355.06   355.02   355.16
   1992.5483   1992.5483   355.23   355.27   355.20
   1992.5887   1992.5893   355.50   355.53   355.24
   1992.6694   1992.6687   355.98   355.96   355.32
   1992.7111   1992.7098   356.02   356.03   355.37
   1992.7527   1992.7536   356.05   356.05   355.41
   1992.7930   1992.7919   356.04   356.06   355.46
   1992.8334   1992.8330   356.12   356.05   355.50
   1992.8806   1992.8795   355.86   355.94   355.56
   1992.9301   1992.9288   355.83   355.74   355.62
   1992.9623   1992.9617   355.57   355.62   355.66
   1993.0081   1993.0082   355.51   355.53   355.72
   1993.0483   1993.0493   355.52   355.53   355.77
   1993.0894   1993.0903   355.64   355.53   355.83
   1993.1310   1993.1314   355.33   355.48   355.88
   1993.1720   1993.1725   355.52   355.44   355.94
   1993.2069   1993.2081   355.48   355.47   355.99
   1993.2583   1993.2574   355.54   355.59   356.07
   1993.2889   1993.2902   355.65   355.64   356.12
   1993.3441   1993.3450   355.68   355.64   356.20
   1993.4166   1993.4162   355.72   355.80   356.31
   1993.4556   1993.4545   356.10   356.01   356.38
   1993.5107   1993.5120   356.23   356.35   356.47
   1993.5430   1993.5421   356.55   356.52   356.53
   1993.5861   1993.5859   356.75   356.83   356.60
   1993.6263   1993.6270   357.28   357.19   356.67
   1993.7083   1993.7091   357.77   357.59   356.82
   1993.7527   1993.7529   357.47   357.54   356.90
   1993.7957   1993.7967   357.54   357.59   356.99
   1993.8362   1993.8350   357.75   357.69   357.06
   1993.8750   1993.8761   357.67   357.66   357.14
   1993.9220   1993.9227   357.53   357.55   357.23
   1993.9542   1993.9555   357.53   357.56   357.29
   1994.0134   1994.0130   357.62   357.54   357.40
   1994.0376   1994.0376   357.44   357.45   357.45
   1994.0673   1994.0678   357.29   357.35   357.51
   1994.1250   1994.1253   357.36   357.37   357.63
   1994.1693   1994.1691   357.52   357.38   357.72
   1994.2042   1994.2047   357.17   357.35   357.79
   1994.2500   1994.2512   357.53   357.45   357.89
   1994.2889   1994.2895   357.63   357.63   357.97
   1994.3334   1994.3333   357.68   357.76   358.06
   1994.3763   1994.3771   357.85   357.79   358.15
   1994.4194   1994.4182   357.80   357.84   358.23
   1994.4583   1994.4593   357.97   357.96   358.32
   1994.5107   1994.5113   358.11   358.20   358.42
   1994.5376   1994.5387   358.40   358.35   358.48
   1994.5834   1994.5825   358.51   358.57   358.57
   1994.6290   1994.6290   358.80   358.79   358.66
   1994.6722   1994.6728   358.95   359.01   358.74
   1994.7194   1994.7194   359.26   359.18   358.83
   1994.7500   1994.7495   359.16   359.24   358.89
   1994.7957   1994.7960   359.34   359.31   358.98
   1994.8417   1994.8426   359.38   359.41   359.07
   1994.8750   1994.8754   359.48   359.46   359.13
   1994.9166   1994.9165   359.48   359.49   359.20
   1994.9650   1994.9658   359.48   359.47   359.28
   1995.0242   1995.0233   359.38   359.37   359.38
   1995.0726   1995.0726   359.30   359.33   359.46
   1995.0953   1995.0945   359.31   359.33   359.49
   1995.1339   1995.1328   359.41   359.33   359.55
   1995.1666   1995.1656   359.28   359.30   359.60
   1995.2042   1995.2040   359.22   359.27   359.65
   1995.2500   1995.2505   359.40   359.30   359.71
   1995.2944   1995.2943   359.24   359.34   359.77
   1995.3334   1995.3326   359.39   359.35   359.82
   1995.3710   1995.3710   359.36   359.38   359.87
   1995.4166   1995.4175   359.51   359.55   359.92
   1995.4639   1995.4641   359.79   359.83   359.97
   1995.5000   1995.4997   360.03   360.01   360.01
   1995.5430   1995.5435   360.11   360.16   360.05
   1995.5861   1995.5873   360.32   360.35   360.10
   1995.6210   1995.6201   360.55   360.52   360.13
   1995.6666   1995.6667   360.57   360.65   360.17
   1995.7056   1995.7050   360.73   360.64   360.21
   1995.7500   1995.7488   360.62   360.69   360.25
   1995.7930   1995.7926   360.79   360.80   360.29
   1995.8390   1995.8392   360.87   360.78   360.33
   1995.8723   1995.8720   360.63   360.71   360.36
   1995.9193   1995.9185   360.74   360.71   360.40
   1995.9515   1995.9514   360.72   360.71   360.43
   1996.0027   1996.0034   360.57   360.56   360.49
   1996.0403   1996.0390   366.97   360.51   360.52
   1996.0780   1996.0773   360.48   360.56   360.56
   1996.1265   1996.1266   360.72   360.50   360.62
   1996.1610   1996.1622   360.14   360.32   360.66
   1996.2042   1996.2033   360.32   360.25   360.71
   1996.2500   1996.2498   360.40   360.41   360.77
   1996.2889   1996.2882   360.48   360.49   360.82
   1996.3710   1996.3703   360.56   360.58   360.94
   1996.4166   1996.4168   360.77   360.76   361.01
   1996.4556   1996.4552   360.89   360.91   361.07
   1996.5000   1996.4990   361.05   361.07   361.15
   1996.5376   1996.5373   361.23   361.21   361.22
   1996.5834   1996.5838   361.34   361.37   361.31
   1996.6210   1996.6222   361.50   361.53   361.39
   1996.6666   1996.6660   361.82   361.80   361.48
   1996.7056   1996.7043   361.93   361.96   361.56
   1996.7500   1996.7509   362.05   361.98   361.66
   1996.7581   1996.7591   361.97   361.98   361.68
   1996.7876   1996.7864   361.93   361.98   361.75
   1996.8556   1996.8549   362.13   362.10   361.91
   1996.8723   1996.8713   362.09   362.13   361.95
   1996.9166   1996.9179   362.20   362.16   362.07
   1996.9542   1996.9535   362.09   362.13   362.17
   1997.0027   1997.0027   362.15   362.10   362.30
   1997.0376   1997.0383   362.05   362.15   362.39
   1997.0834   1997.0821   362.40   362.26   362.51
   1997.1042   1997.1040   362.21   362.30   362.57
   1997.1666   1997.1670   362.39   362.33   362.75
   1997.2042   1997.2053   362.34   362.38   362.86
   1997.2500   1997.2491   362.49   362.52   362.98
   1997.2889   1997.2902   362.70   362.66   363.10
   1997.3441   1997.3450   362.80   362.90   363.25
   1997.4166   1997.4162   363.36   363.34   363.46
   1997.4583   1997.4572   363.54   363.57   363.57
   1997.5000   1997.5010   363.77   363.82   363.69
   1997.5376   1997.5366   364.05   364.04   363.79
   1997.5834   1997.5832   364.30   364.33   363.91
   1997.6263   1997.6270   364.61   364.62   364.03
   1997.7083   1997.7091   365.01   364.95   364.24
   1997.7500   1997.7502   364.94   364.98   364.34
   1997.7876   1997.7885   365.03   365.10   364.44
   1997.8334   1997.8323   365.32   365.20   364.54
   1997.8750   1997.8761   365.02   365.10   364.64
   1997.9139   1997.9144   365.01   364.98   364.73
   1997.9542   1997.9555   364.98   364.99   364.82
   1998.0027   1998.0021   365.03   365.01   364.92
   1998.0403   1998.0404   364.88   364.93   364.99
   1998.0699   1998.0705   364.92   364.87   365.05
   1998.1281   1998.1280   364.76   364.80   365.17
   1998.1666   1998.1663   364.81   364.74   365.24
   1998.2042   1998.2047   364.65   364.71   365.31
   1998.2500   1998.2512   365.80   364.82   365.39
   1998.2889   1998.2895   364.99   364.95   365.46
   1998.3334   1998.3333   364.97   365.02   365.53
   1998.3710   1998.3717   365.03   365.03   365.59
   1998.4194   1998.4182   370.39   365.13   365.67
   1998.4556   1998.4565   366.63   365.31   365.72
   1998.5000   1998.5003   365.45   365.51   365.79
   1998.5376   1998.5387   365.68   365.62   365.85
   1998.5861   1998.5852   365.73   365.78   365.91
   1998.6263   1998.6263   365.95   366.03   365.97
   1998.6694   1998.6701   366.38   366.26   366.03
   1998.7083   1998.7084   366.24   366.32   366.08
   1998.7527   1998.7522   366.35   366.39   366.14
   1998.7930   1998.7933   366.63   366.58   366.19
   1998.8473   1998.8480   366.75   366.78   366.26
   1998.8834   1998.8836   369.52   366.80   366.31
   1998.9327   1998.9329   366.83   366.77   366.37
   1998.9703   1998.9713   367.23   366.72   366.42
   1998.9946   1998.9959   366.61   366.64   366.45
   1999.0242   1999.0233   366.55   366.53   366.48
   1999.0591   1999.0589   366.40   366.41   366.52
   1999.0953   1999.0945   367.13   366.40   366.56
   1999.1339   1999.1328   366.48   366.53   366.61
   1999.1747   1999.1739   366.87   366.64   366.66
   1999.2150   1999.2149   366.77   366.59   366.70
   1999.2528   1999.2533   366.32   366.48   366.75
   1999.2889   1999.2888   366.51   366.44   366.79
   1999.3414   1999.3409   366.51   366.55   366.84
   1999.3710   1999.3710   366.57   366.61   366.88
   1999.4166   1999.4175   366.73   366.69   366.93
   1999.4583   1999.4586   366.73   366.80   366.98
   1999.5081   1999.5079   367.01   366.98   367.03
   1999.5376   1999.5380   367.06   367.11   367.06
   1999.5861   1999.5873   367.32   367.37   367.12
   1999.6210   1999.6201   367.57   367.53   367.15
   1999.6694   1999.6694   367.60   367.63   367.21
   1999.7056   1999.7050   367.62   367.63   367.25
   1999.7500   1999.7488   367.69   367.68   367.30
   1999.7876   1999.7871   367.79   367.80   367.34
   1999.8334   1999.8337   367.88   367.91   367.39
   1999.8723   1999.8720   367.93   367.87   367.44
   1999.9193   1999.9185   367.79   367.84   367.49
   1999.9542   1999.9541   367.93   367.90   367.53
   2000.0000   2000.0007   367.88   367.91   367.59
   2000.0834   2000.0828   367.16   367.29   367.70
   2000.1237   2000.1239   367.11   367.05   367.75
   2000.1666   2000.1677   367.03   367.03   367.81
   2000.2042   2000.2033   367.05   367.11   367.86
   2000.2500   2000.2498   367.29   367.25   367.93
   2000.2916   2000.2909   367.35   367.36   367.99
   2000.3710   2000.3703   367.61   367.64   368.11
   2000.4166   2000.4168   367.83   367.78   368.19
   2000.4556   2000.4552   367.87   367.88   368.26
   2000.5000   2000.4990   367.97   368.06   368.33
   2000.5403   2000.5400   368.40   368.32   368.41
   2000.5834   2000.5838   368.55   368.64   368.49
   2000.6210   2000.6222   368.92   368.97   368.56
   2000.6666   2000.6660   369.39   369.30   368.65
   2000.7056   2000.7043   369.35   369.45   368.73
   2000.7500   2000.7509   369.58   369.49   368.83
   2000.7876   2000.7864   369.45   369.55   368.90
   2000.8280   2000.8275   369.73   369.64   368.99
   2000.8723   2000.8713   369.54   369.58   369.09
   2000.9139   2000.9151   369.41   369.38   369.19
   2000.9542   2000.9535   369.25   369.27   369.28
   2001.0027   2001.0027   369.28   369.29   369.40
   2001.0403   2001.0411   369.36   369.36   369.49
   2001.0894   2001.0903   370.37   369.44   369.61
   2001.1666   2001.1670   369.55   369.57   369.81
   2001.2069   2001.2081   369.62   369.65   369.91
   2001.2500   2001.2491   369.74   369.66   370.02
   2001.2972   2001.2984   369.60   369.69   370.14
   2001.3334   2001.3340   369.80   369.82   370.24
   2001.4166   2001.4162   370.21   370.25   370.45
   2001.4556   2001.4545   370.39   370.40   370.55
   2001.5000   2001.5010   370.62   370.64   370.67
   2001.5376   2001.5366   370.89   370.90   370.76
   2001.5834   2001.5832   371.16   371.23   370.88
   2001.6210   2001.6215   371.52   371.43   370.97
   2001.7111   2001.7118   371.80   371.72   371.20
   2001.7500   2001.7502   371.71   371.79   371.29
   2001.7876   2001.7885   371.89   371.83   371.39
   2001.8362   2001.8350   371.82   371.86   371.50
   2001.8806   2001.8816   371.81   371.79   371.61
   2001.9220   2001.9227   371.72   371.65   371.70
   2002.0081   2002.0075   371.85   371.82   371.89
   2002.0403   2002.0404   372.04   371.93   371.96
   2002.0834   2002.0842   371.73   371.86   372.06
   2002.1250   2002.1253   371.85   371.70   372.14
   2002.1666   2002.1663   371.57   371.67   372.23
   2002.2096   2002.2101   371.80   371.77   372.32
   2002.2500   2002.2512   371.83   371.87   372.40
   2002.2916   2002.2923   372.03   372.00   372.48
   2002.3334   2002.3333   372.06   372.19   372.56
   2002.3710   2002.3717   372.44   372.34   372.63
   2002.4166   2002.4155   372.36   372.46   372.71
   2002.4556   2002.4565   372.63   372.59   372.78
   2002.5027   2002.5031   372.72   372.80   372.87
   2002.5457   2002.5469   373.03   372.99   372.94
   2002.5834   2002.5825   373.08   373.18   373.00
   2002.6210   2002.6208   373.50   373.48   373.07
   2002.6666   2002.6674   373.79   373.80   373.15
   2002.7111   2002.7112   373.88   373.87   373.22
   2002.7500   2002.7495   373.80   373.81   373.29
   2002.7930   2002.7933   373.79   373.75   373.36
   2002.8362   2002.8371   373.64   373.69   373.43
   2002.8750   2002.8754   373.65   373.63   373.49
   2002.9166   2002.9165   373.64   373.63   373.56
   2002.9569   2002.9576   375.06   373.70   373.63
   2003.0054   2003.0041   373.67   373.65   373.71
   2003.0376   2003.0370   373.54   373.50   373.76
   2003.0834   2003.0835   373.37   373.44   373.84
   2003.1281   2003.1273   373.63   373.67   373.92
   2003.1720   2003.1711   373.94   373.83   373.99
   2003.2096   2003.2094   373.74   373.80   374.06
   2003.2528   2003.2533   373.75   373.78   374.13
   2003.3000   2003.2998   373.97   373.90   374.22
   2003.3387   2003.3381   373.87   374.01   374.28
   2003.3737   2003.3737   374.19   374.14   374.35
   2003.4194   2003.4203   374.30   374.35   374.43
   2003.4639   2003.4641   374.54   374.55   374.52
   2003.5081   2003.5079   374.75   374.75   374.60
   2003.5376   2003.5380   374.84   374.93   374.66
   2003.5887   2003.5900   375.26   375.23   374.76
   2003.6237   2003.6229   375.33   375.36   374.82
   2003.6694   2003.6694   375.47   375.47   374.91
   2003.7139   2003.7132   375.50   375.55   375.00
   2003.7554   2003.7543   375.65   375.58   375.09
   2003.7930   2003.7926   375.56   375.61   375.16
   2003.8362   2003.8364   375.63   375.60   375.25
   2003.8723   2003.8720   375.45   375.49   375.33
   2003.8834   2003.8830   375.56   375.44   375.35
   2003.9166   2003.9158   375.30   375.32   375.42
   2003.9596   2003.9596   375.28   375.34   375.51
   2004.0000   2004.0007   375.43   375.40   375.60
   2004.0863   2004.0856   374.95   375.05   375.79
   2004.1265   2004.1266   375.24   375.20   375.88
   2004.1666   2004.1677   383.03   375.47   375.97
   2004.2042   2004.2033   375.60   375.54   376.04
   2004.2500   2004.2498   375.55   375.61   376.15
   2004.2889   2004.2882   375.80   375.84   376.23
   2004.3737   2004.3730   375.99   376.09   376.41
   2004.4166   2004.4168   376.22   376.22   376.51
   2004.4556   2004.4552   376.48   376.48   376.59
   2004.4972   2004.4962   376.71   376.74   376.68
   2004.5376   2004.5373   379.65   376.94   376.77
   2004.5861   2004.5866   379.73   377.25   376.87
   2004.6210   2004.6222   381.54   377.43   376.94
   2004.6666   2004.6660   377.63   377.59   377.03
   2004.7056   2004.7043   377.69   377.76   377.11
   2004.7527   2004.7536   377.94   377.93   377.21
   2004.7983   2004.7974   378.03   377.87   377.30
   2004.8334   2004.8330   377.59   377.80   377.37
   2004.8723   2004.8713   377.75   377.75   377.44
   2004.9166   2004.9179   377.86   377.57   377.53
   2004.9569   2004.9562   377.03   377.43   377.60
   2005.0027   2005.0027   377.89   377.64   377.69
   2005.0376   2005.0383   377.80   377.85   377.75
   2005.0834   2005.0821   377.79   377.76   377.83
   2005.1250   2005.1259   377.43   377.49   377.91
   2005.1666   2005.1670   377.49   377.50   377.98
   2005.2042   2005.2053   377.70   377.67   378.05
   2005.2583   2005.2574   380.09   377.82   378.14
   2005.2889   2005.2902   378.58   377.86   378.19
   2005.3361   2005.3368   377.99   377.94   378.27
   2005.4166   2005.4162   378.20   378.16   378.40
