    Time       Tim        CO2       Fit      Trn
   1994.2473   1994.2485   363.34   362.89   360.17
   1994.2667   1994.2676   363.39   363.04   360.21
   1994.2861   1994.2868   363.29   363.03   360.24
   1994.3055   1994.3060   362.32   362.97   360.28
   1994.3195   1994.3196   363.52   362.98   360.31
   1994.3441   1994.3443   362.36   363.21   360.36
   1994.3817   1994.3826   364.29   363.93   360.44
   1994.4006   1994.4018   363.96   364.13   360.48
   1994.4194   1994.4182   364.76   364.09   360.51
   1994.4388   1994.4401   363.71   363.75   360.56
   1994.4583   1994.4593   362.98   363.29   360.60
   1994.4972   1994.4976   362.59   362.42   360.68
   1994.5349   1994.5359   362.12   361.63   360.76
   1994.5726   1994.5715   361.15   360.32   360.84
   1994.5887   1994.5880   359.23   359.54   360.88
   1994.6102   1994.6099   358.77   358.57   360.92
   1994.6290   1994.6290   357.81   357.98   360.96
   1994.6479   1994.6482   358.60   357.72   361.01
   1994.6666   1994.6674   356.26   357.75   361.05
   1994.6860   1994.6865   358.52   357.88   361.09
   1994.7056   1994.7057   358.26   357.94   361.13
   1994.7250   1994.7248   358.26   357.83   361.17
   1994.7444   1994.7440   356.98   357.61   361.22
   1994.7634   1994.7632   357.47   357.41   361.26
   1994.7822   1994.7823   357.21   357.40   361.30
   1994.7957   1994.7960   357.64   357.56   361.33
   1994.8199   1994.8207   358.19   358.16   361.38
   1994.8390   1994.8398   361.26   358.74   361.42
   1994.8556   1994.8563   359.12   359.18   361.46
   1994.8778   1994.8782   359.53   359.59   361.51
   1994.8972   1994.8973   359.66   359.80   361.55
   1994.9166   1994.9165   360.00   359.98   361.59
   1994.9354   1994.9357   360.25   360.24   361.63
   1994.9542   1994.9548   360.51   360.63   361.67
   1995.0295   1995.0287   362.36   362.02   361.82
   1995.0483   1995.0479   361.97   362.07   361.86
   1995.0863   1995.0862   361.86   362.23   361.93
   1995.1072   1995.1081   362.89   362.56   361.98
   1995.1281   1995.1273   362.56   362.98   362.01
   1995.1488   1995.1492   363.97   363.46   362.06
   1995.1666   1995.1656   363.85   363.74   362.09
   1995.1854   1995.1848   363.72   363.93   362.12
   1995.2042   1995.2040   362.99   364.02   362.15
   1995.2230   1995.2231   364.90   364.06   362.19
   1995.2419   1995.2423   364.14   364.16   362.22
   1995.2611   1995.2615   364.20   364.36   362.25
   1995.2805   1995.2806   364.72   364.64   362.29
   1995.3000   1995.2998   364.58   364.94   362.32
   1995.3195   1995.3190   365.50   365.18   362.35
   1995.3387   1995.3381   364.54   365.31   362.38
   1995.3575   1995.3573   365.74   365.33   362.41
   1995.3763   1995.3765   365.58   365.28   362.43
   1995.3951   1995.3956   365.30   365.23   362.46
   1995.4141   1995.4148   364.56   365.21   362.49
   1995.4333   1995.4339   365.53   365.22   362.51
   1995.4528   1995.4531   365.34   365.20   362.54
   1995.4722   1995.4723   365.32   365.08   362.56
   1995.4916   1995.4914   364.45   364.81   362.59
   1995.5107   1995.5106   364.51   364.35   362.61
   1995.5295   1995.5298   363.98   363.78   362.63
   1995.5483   1995.5489   363.55   363.16   362.66
   1995.5673   1995.5681   363.41   362.57   362.68
   1995.5861   1995.5873   361.12   362.07   362.70
   1995.6049   1995.6037   361.93   361.70   362.71
   1995.6237   1995.6229   361.40   361.28   362.73
   1995.6425   1995.6420   360.75   360.82   362.75
   1995.6614   1995.6612   360.79   360.31   362.77
   1995.6805   1995.6804   362.58   359.76   362.79
   1995.7000   1995.6995   359.32   359.26   362.80
   1995.7194   1995.7187   358.52   358.91   362.82
   1995.7389   1995.7379   358.29   358.78   362.84
   1995.7581   1995.7570   359.43   358.88   362.85
   1995.7769   1995.7762   359.29   359.16   362.87
   1995.7957   1995.7953   359.64   359.53   362.88
   1995.8146   1995.8145   359.44   359.90   362.90
   1995.8334   1995.8337   360.26   360.25   362.91
   1995.8528   1995.8528   360.51   360.56   362.92
   1995.8723   1995.8720   360.65   360.87   362.94
   1995.8917   1995.8912   361.41   361.21   362.95
   1995.9111   1995.9103   371.63   361.57   362.96
   1995.9301   1995.9295   361.68   361.91   362.98
   1995.9489   1995.9487   362.38   362.18   362.99
   1995.9677   1995.9678   362.31   362.37   363.00
   1995.9866   1995.9870   362.15   362.48   363.02
   1996.0054   1996.0062   362.77   362.58   363.03
   1996.0242   1996.0253   362.55   362.72   363.04
   1996.0430   1996.0418   362.98   362.92   363.05
   1996.0618   1996.0609   363.76   363.24   363.07
   1996.0807   1996.0801   363.20   363.61   363.08
   1996.1207   1996.1211   364.14   364.20   363.11
   1996.1409   1996.1403   364.73   364.30   363.13
   1996.1610   1996.1622   364.21   364.35   363.15
   1996.2015   1996.2005   363.94   364.66   363.18
   1996.2203   1996.2197   364.95   365.04   363.20
   1996.2393   1996.2389   365.65   365.54   363.22
   1996.2583   1996.2580   365.66   366.07   363.24
   1996.2778   1996.2772   367.03   366.52   363.26
   1996.2972   1996.2964   367.07   366.80   363.28
   1996.3167   1996.3155   366.59   366.90   363.30
   1996.3549   1996.3539   366.64   366.69   363.34
   1996.3737   1996.3730   367.03   366.51   363.37
   1996.3925   1996.3922   366.88   366.33   363.39
   1996.4114   1996.4114   366.03   366.14   363.42
   1996.4305   1996.4305   365.49   365.94   363.45
   1996.4500   1996.4497   365.25   365.68   363.48
   1996.4694   1996.4689   365.85   365.37   363.51
   1996.4889   1996.4880   365.25   365.02   363.54
   1996.5054   1996.5044   364.86   364.71   363.57
   1996.5269   1996.5264   364.66   364.32   363.60
   1996.5457   1996.5455   363.44   363.99   363.64
   1996.5646   1996.5647   363.63   363.66   363.67
   1996.5834   1996.5838   363.22   363.28   363.71
   1996.6022   1996.6030   363.36   362.82   363.75
   1996.6210   1996.6222   362.43   362.28   363.79
   1996.6398   1996.6386   361.78   361.77   363.82
   1996.6587   1996.6578   360.97   361.18   363.87
   1996.6777   1996.6769   360.30   360.66   363.91
   1996.6971   1996.6961   360.79   360.27   363.95
   1996.7361   1996.7372   359.53   360.00   364.05
   1996.7554   1996.7563   360.24   360.10   364.10
   1996.7930   1996.7919   360.59   360.59   364.19
   1996.8118   1996.8111   360.69   360.97   364.25
   1996.8307   1996.8303   361.42   361.42   364.30
   1996.8501   1996.8494   362.22   361.90   364.35
   1996.8695   1996.8686   361.99   362.40   364.41
   1996.8889   1996.8877   363.24   362.85   364.47
   1996.9274   1996.9261   363.76   363.55   364.58
   1996.9462   1996.9452   363.88   363.79   364.64
   1996.9650   1996.9644   363.79   364.01   364.70
   1997.0027   1997.0027   364.56   364.48   364.82
   1997.0215   1997.0219   364.79   364.76   364.89
   1997.0403   1997.0411   365.26   365.04   364.95
   1997.0591   1997.0602   364.91   365.28   365.01
   1997.0983   1997.0986   365.74   365.58   365.14
   1997.1399   1997.1396   365.89   365.86   365.29
   1997.1608   1997.1615   366.10   366.16   365.36
   1997.1801   1997.1807   366.81   366.53   365.43
   1997.1989   1997.1999   366.10   366.98   365.50
   1997.2366   1997.2355   367.71   367.78   365.62
   1997.2556   1997.2546   367.94   368.09   365.69
   1997.2750   1997.2738   368.21   368.31   365.76
   1997.2944   1997.2957   368.31   368.49   365.83
   1997.3138   1997.3149   368.70   368.65   365.90
   1997.3334   1997.3340   369.28   368.85   365.97
   1997.3522   1997.3532   369.05   369.09   366.03
   1997.3898   1997.3888   369.52   369.38   366.16
   1997.4087   1997.4079   369.51   369.35   366.22
   1997.4277   1997.4271   370.02   369.15   366.29
   1997.4471   1997.4463   368.23   368.83   366.35
   1997.4667   1997.4654   368.26   368.48   366.42
   1997.4861   1997.4873   368.53   368.12   366.49
   1997.5027   1997.5038   367.84   367.91   366.54
   1997.5242   1997.5229   368.09   367.70   366.60
   1997.5430   1997.5421   366.73   367.47   366.66
   1997.5591   1997.5585   367.62   367.20   366.72
   1997.5807   1997.5804   366.88   366.69   366.78
   1997.5995   1997.5996   366.27   366.14   366.84
   1997.6183   1997.6188   366.06   365.54   366.90
   1997.6371   1997.6379   364.43   364.99   366.96
   1997.6560   1997.6571   363.90   364.53   367.01
   1997.6945   1997.6954   364.78   364.00   367.12
   1997.7139   1997.7146   363.80   363.90   367.17
   1997.7333   1997.7337   363.61   363.86   367.22
   1997.7527   1997.7529   363.60   363.88   367.27
   1997.7715   1997.7721   363.82   363.95   367.31
   1997.7903   1997.7912   364.08   364.08   367.36
   1997.8280   1997.8268   364.56   364.57   367.44
   1997.8473   1997.8460   364.91   365.00   367.49
   1997.8667   1997.8679   365.61   365.60   367.53
   1997.8861   1997.8871   366.21   366.18   367.57
   1997.9056   1997.9062   365.96   366.72   367.61
   1997.9247   1997.9254   367.37   367.13   367.65
   1997.9435   1997.9446   367.42   367.38   367.68
   1997.9623   1997.9610   367.69   367.47   367.71
   1997.9757   1997.9747   367.57   367.49   367.74
   1997.9946   1997.9938   367.58   367.53   367.77
   1998.0188   1998.0185   367.56   367.69   367.81
   1998.0376   1998.0376   367.76   367.92   367.84
   1998.0564   1998.0568   367.71   368.18   367.87
   1998.0753   1998.0760   368.93   368.37   367.90
   1998.0953   1998.0951   368.52   368.41   367.92
   1998.1161   1998.1170   368.50   368.31   367.95
   1998.1370   1998.1362   368.12   368.22   367.98
   1998.1578   1998.1581   368.38   368.32   368.00
   1998.1774   1998.1773   367.42   368.68   368.02
   1998.1962   1998.1964   370.05   369.28   368.04
   1998.2150   1998.2156   369.87   369.95   368.06
   1998.2339   1998.2348   369.90   370.52   368.08
   1998.2528   1998.2539   370.71   370.84   368.10
   1998.2722   1998.2731   371.76   370.88   368.12
   1998.2916   1998.2923   371.02   370.74   368.13
   1998.3112   1998.3114   369.27   370.56   368.15
   1998.3306   1998.3306   370.36   370.49   368.17
   1998.3495   1998.3498   371.38   370.54   368.18
   1998.3683   1998.3689   370.82   370.67   368.20
   1998.3871   1998.3881   370.48   370.77   368.21
   1998.4060   1998.4073   370.37   370.74   368.22
   1998.4249   1998.4237   371.33   370.61   368.24
   1998.4445   1998.4456   369.81   370.33   368.25
   1998.4639   1998.4648   370.19   370.08   368.26
   1998.4833   1998.4839   370.61   369.89   368.28
   1998.5027   1998.5031   368.49   369.74   368.29
   1998.5215   1998.5222   370.28   369.57   368.30
   1998.5403   1998.5414   370.17   369.26   368.31
   1998.5591   1998.5578   368.41   368.86   368.32
   1998.5968   1998.5962   367.61   367.46   368.35
   1998.6156   1998.6153   366.84   366.68   368.36
   1998.6344   1998.6345   365.86   366.00   368.38
   1998.6533   1998.6537   366.04   365.46   368.39
   1998.6722   1998.6728   362.57   365.08   368.40
   1998.6917   1998.6920   364.42   364.83   368.42
   1998.7111   1998.7112   365.03   364.70   368.43
   1998.7305   1998.7303   364.45   364.66   368.45
   1998.7500   1998.7495   364.36   364.70   368.46
   1998.7688   1998.7687   365.23   364.84   368.48
   1998.7876   1998.7878   365.07   365.07   368.50
   1998.8064   1998.8070   365.52   365.39   368.51
   1998.8253   1998.8261   365.47   365.78   368.53
   1998.8445   1998.8453   365.77   366.20   368.55
   1998.8639   1998.8645   367.32   366.63   368.57
   1998.8834   1998.8836   366.49   367.04   368.59
   1998.9028   1998.9028   367.06   367.43   368.61
   1998.9166   1998.9165   368.02   367.68   368.63
   1998.9408   1998.9411   368.40   368.08   368.65
   1998.9596   1998.9603   367.87   368.35   368.68
   1998.9730   1998.9740   368.07   368.53   368.69
   1998.9919   1998.9932   369.26   368.79   368.72
   1999.0161   1999.0151   368.86   369.11   368.75
   1999.0349   1999.0342   368.80   369.42   368.77
   1999.0537   1999.0534   370.69   369.73   368.80
   1999.0726   1999.0726   370.32   369.98   368.83
   1999.0923   1999.0917   369.38   370.14   368.86
   1999.1132   1999.1136   370.13   370.20   368.89
   1999.1339   1999.1328   369.99   370.16   368.92
   1999.1548   1999.1547   370.38   370.12   368.96
   1999.1720   1999.1711   370.87   370.17   368.99
   1999.1908   1999.1903   369.58   370.37   369.02
   1999.2096   1999.2094   371.01   370.74   369.05
   1999.2284   1999.2286   370.90   371.19   369.09
   1999.2473   1999.2478   371.32   371.63   369.12
   1999.2667   1999.2669   371.20   371.94   369.16
   1999.2861   1999.2861   373.25   372.06   369.19
   1999.3055   1999.3053   371.97   372.01   369.23
   1999.3250   1999.3244   371.96   371.87   369.27
   1999.3441   1999.3436   371.01   371.73   369.30
   1999.3629   1999.3628   372.13   371.66   369.34
   1999.3817   1999.3819   371.38   371.68   369.38
   1999.4006   1999.4011   371.63   371.73   369.42
   1999.4194   1999.4203   372.16   371.74   369.46
   1999.4388   1999.4394   371.90   371.64   369.50
   1999.4583   1999.4586   371.30   371.43   369.54
   1999.4778   1999.4778   370.80   371.12   369.58
   1999.4972   1999.4969   371.17   370.75   369.62
   1999.5161   1999.5161   370.15   370.36   369.66
   1999.5349   1999.5352   370.31   369.97   369.71
   1999.5537   1999.5544   370.10   369.57   369.75
   1999.5726   1999.5736   368.91   369.16   369.79
   1999.6102   1999.6092   368.35   368.37   369.87
   1999.6290   1999.6283   368.20   367.96   369.91
   1999.6479   1999.6475   367.29   367.60   369.95
   1999.6666   1999.6667   367.59   367.29   369.99
   1999.6860   1999.6858   367.00   367.04   370.03
   1999.7056   1999.7050   367.04   366.86   370.07
   1999.7250   1999.7242   366.90   366.76   370.11
   1999.7444   1999.7433   366.70   366.77   370.15
   1999.7634   1999.7625   366.52   366.88   370.19
   1999.7822   1999.7817   366.97   367.11   370.23
   1999.8010   1999.8008   367.53   367.42   370.27
   1999.8199   1999.8200   367.94   367.75   370.31
   1999.8390   1999.8392   368.29   368.08   370.35
   1999.8528   1999.8528   368.03   368.30   370.37
   1999.8778   1999.8775   368.60   368.65   370.42
   1999.8972   1999.8966   368.48   368.91   370.46
   1999.9166   1999.9158   369.00   369.19   370.49
   1999.9354   1999.9350   370.18   369.49   370.53
   1999.9542   1999.9541   369.71   369.79   370.56
   1999.9730   1999.9733   369.86   370.08   370.60
   1999.9919   1999.9925   370.39   370.34   370.63
   2000.0107   2000.0116   370.33   370.55   370.66
   2000.0295   2000.0308   370.28   370.74   370.69
   2000.0483   2000.0472   371.02   370.90   370.72
   2000.0673   2000.0664   372.14   371.10   370.75
   2000.0834   2000.0828   371.21   371.28   370.78
   2000.1063   2000.1075   370.59   371.55   370.81
   2000.1265   2000.1266   372.13   371.74   370.84
   2000.1466   2000.1458   371.88   371.92   370.87
   2000.1610   2000.1622   371.79   372.08   370.89
   2000.2015   2000.2005   372.74   372.56   370.94
   2000.2203   2000.2197   373.23   372.91   370.97
   2000.2393   2000.2389   372.55   373.30   370.99
   2000.2583   2000.2580   372.58   373.67   371.02
   2000.2778   2000.2772   375.48   373.95   371.04
   2000.2972   2000.2964   374.12   374.09   371.06
   2000.3167   2000.3155   373.35   374.11   371.08
   2000.3549   2000.3539   374.08   374.03   371.12
   2000.3737   2000.3730   373.17   374.06   371.14
   2000.3925   2000.3922   374.44   374.16   371.16
   2000.4114   2000.4114   374.99   374.25   371.18
   2000.4305   2000.4305   374.25   374.23   371.20
   2000.4500   2000.4497   373.34   374.00   371.22
   2000.4694   2000.4689   373.46   373.52   371.24
   2000.4889   2000.4880   373.21   372.83   371.26
   2000.5054   2000.5044   372.89   372.16   371.27
   2000.5269   2000.5264   371.28   371.30   371.29
   2000.5457   2000.5455   369.97   370.70   371.31
   2000.5646   2000.5647   370.56   370.29   371.33
   2000.5834   2000.5838   370.39   370.03   371.35
   2000.6022   2000.6030   369.91   369.84   371.36
   2000.6210   2000.6222   369.52   369.63   371.38
   2000.6398   2000.6386   369.27   369.38   371.40
   2000.6587   2000.6578   369.08   369.01   371.42
   2000.6777   2000.6769   368.40   368.60   371.43
   2000.6971   2000.6961   368.93   368.21   371.45
   2000.7361   2000.7372   367.61   367.76   371.49
   2000.7554   2000.7563   367.83   367.80   371.51
   2000.7930   2000.7919   368.12   368.23   371.55
   2000.8118   2000.8111   368.88   368.60   371.57
   2000.8307   2000.8303   369.07   369.03   371.59
   2000.8501   2000.8494   369.08   369.48   371.61
   2000.8695   2000.8686   369.84   369.93   371.64
   2000.8889   2000.8877   370.88   370.34   371.66
   2000.9274   2000.9261   370.70   370.96   371.71
   2000.9462   2000.9452   372.05   371.19   371.74
   2000.9650   2000.9644   370.82   371.38   371.76
   2000.9839   2000.9836   371.86   371.57   371.79
   2001.0027   2001.0027   371.41   371.74   371.82
   2001.0215   2001.0219   371.57   371.90   371.85
   2001.0403   2001.0411   372.41   372.04   371.88
   2001.0591   2001.0602   372.52   372.16   371.91
   2001.0983   2001.0986   372.17   372.41   371.97
   2001.1399   2001.1396   372.70   372.88   372.05
   2001.1666   2001.1670   372.94   373.30   372.10
   2001.1801   2001.1807   373.25   373.51   372.13
   2001.1989   2001.1999   374.13   373.79   372.17
   2001.2366   2001.2355   374.26   374.22   372.24
   2001.2556   2001.2546   373.41   374.41   372.29
   2001.2750   2001.2738   374.21   374.57   372.33
   2001.2944   2001.2957   374.89   374.73   372.38
   2001.3138   2001.3149   375.48   374.86   372.43
   2001.3334   2001.3340   375.73   375.02   372.47
   2001.3522   2001.3532   374.25   375.21   372.52
   2001.3898   2001.3888   376.21   375.67   372.61
   2001.4087   2001.4079   376.13   375.89   372.66
   2001.4277   2001.4271   375.99   376.01   372.71
   2001.4471   2001.4463   375.47   375.96   372.77
   2001.4667   2001.4654   376.62   375.71   372.82
   2001.4861   2001.4873   374.94   375.20   372.88
   2001.5107   2001.5120   374.50   374.47   372.95
   2001.5242   2001.5229   374.09   374.13   372.98
   2001.5430   2001.5421   374.16   373.56   373.04
   2001.5618   2001.5613   372.65   373.03   373.10
   2001.5807   2001.5804   373.24   372.52   373.16
   2001.5995   2001.5996   371.09   371.99   373.22
   2001.6183   2001.6188   371.77   371.42   373.28
   2001.6371   2001.6379   371.76   370.85   373.34
   2001.6560   2001.6571   370.02   370.32   373.40
   2001.6945   2001.6954   369.78   369.67   373.52
   2001.7139   2001.7146   369.84   369.61   373.58
   2001.7333   2001.7337   370.11   369.71   373.64
   2001.7527   2001.7529   369.75   369.94   373.71
   2001.7715   2001.7721   369.25   370.24   373.77
   2001.7903   2001.7912   371.75   370.60   373.83
   2001.8280   2001.8268   371.65   371.36   373.95
   2001.8473   2001.8460   371.90   371.81   374.01
   2001.8667   2001.8679   372.07   372.34   374.09
   2001.8861   2001.8871   372.93   372.77   374.15
   2001.9056   2001.9062   372.74   373.15   374.21
   2001.9247   2001.9254   373.44   373.46   374.28
   2001.9435   2001.9446   374.10   373.70   374.34
   2001.9623   2001.9610   373.72   373.86   374.39
   2001.9839   2001.9829   374.11   374.04   374.46
   2002.0188   2002.0185   373.97   374.30   374.58
   2002.0376   2002.0376   374.15   374.48   374.64
   2002.0564   2002.0568   375.70   374.72   374.70
   2002.0753   2002.0760   375.24   375.01   374.76
   2002.0953   2002.0951   374.85   375.34   374.82
   2002.1161   2002.1170   375.09   375.73   374.89
   2002.1370   2002.1362   376.47   376.02   374.95
   2002.1578   2002.1581   375.95   376.30   375.01
   2002.1774   2002.1773   376.59   376.50   375.07
   2002.1962   2002.1964   377.34   376.70   375.13
   2002.2150   2002.2156   376.45   376.95   375.18
   2002.2339   2002.2348   377.04   377.25   375.24
   2002.2528   2002.2539   377.48   377.58   375.29
   2002.2722   2002.2731   377.23   377.88   375.34
   2002.2916   2002.2923   378.52   378.12   375.40
   2002.3112   2002.3114   378.57   378.27   375.45
   2002.3278   2002.3279   378.22   378.37   375.49
   2002.3495   2002.3498   378.94   378.52   375.55
   2002.3683   2002.3689   377.34   378.70   375.60
   2002.3871   2002.3881   379.59   378.90   375.64
   2002.4060   2002.4073   379.22   379.05   375.69
   2002.4249   2002.4237   378.49   379.03   375.73
   2002.4445   2002.4456   379.18   378.71   375.78
   2002.4611   2002.4620   378.11   378.26   375.82
   2002.4833   2002.4839   378.51   377.48   375.87
   2002.5027   2002.5031   376.83   376.80   375.91
   2002.5215   2002.5222   375.51   376.27   375.95
   2002.5403   2002.5414   376.16   375.94   375.99
   2002.5780   2002.5770   375.90   375.58   376.06
   2002.5968   2002.5962   375.14   375.31   376.10
   2002.6156   2002.6153   374.84   374.88   376.13
   2002.6344   2002.6345   374.41   374.31   376.17
   2002.6533   2002.6537   374.19   373.71   376.20
   2002.6722   2002.6728   373.05   373.19   376.24
   2002.6917   2002.6920   372.63   372.82   376.27
   2002.7111   2002.7112   372.20   372.61   376.30
   2002.7305   2002.7303   372.93   372.54   376.33
   2002.7500   2002.7495   373.33   372.58   376.36
   2002.7688   2002.7687   372.45   372.71   376.39
   2002.7876   2002.7878   372.38   372.94   376.42
   2002.8064   2002.8070   373.29   373.29   376.45
   2002.8253   2002.8261   373.24   373.75   376.48
   2002.8445   2002.8453   374.67   374.27   376.50
   2002.8639   2002.8645   374.96   374.75   376.53
   2002.8834   2002.8836   375.37   375.12   376.56
   2002.9028   2002.9028   374.93   375.34   376.58
   2002.9220   2002.9220   374.92   375.44   376.61
   2002.9408   2002.9411   375.73   375.48   376.63
   2002.9596   2002.9603   375.52   375.55   376.66
   2002.9784   2002.9795   375.99   375.70   376.68
   2003.0161   2003.0151   375.92   376.16   376.72
   2003.0349   2003.0342   376.19   376.45   376.75
   2003.0537   2003.0534   376.53   376.71   376.77
   2003.0726   2003.0726   377.25   376.94   376.79
   2003.0923   2003.0917   377.44   377.16   376.82
   2003.1132   2003.1136   380.10   377.43   376.84
   2003.1339   2003.1328   377.53   377.71   376.87
   2003.1548   2003.1547   377.28   378.10   376.89
   2003.1666   2003.1656   377.86   378.33   376.91
   2003.1908   2003.1903   379.51   378.89   376.94
   2003.2096   2003.2094   379.98   379.37   376.96
   2003.2284   2003.2286   378.57   379.84   376.98
   2003.2473   2003.2478   380.16   380.25   377.01
   2003.2667   2003.2669   380.88   380.55   377.03
   2003.2861   2003.2861   380.20   380.70   377.06
   2003.3055   2003.3053   381.10   380.68   377.08
   2003.3250   2003.3244   380.32   380.54   377.11
   2003.3441   2003.3436   381.21   380.35   377.13
   2003.3629   2003.3628   379.93   380.20   377.16
   2003.3817   2003.3819   379.09   380.10   377.19
   2003.4006   2003.4011   380.82   380.07   377.21
   2003.4194   2003.4203   380.01   380.01   377.24
   2003.4388   2003.4394   380.07   379.87   377.27
   2003.4583   2003.4586   379.57   379.58   377.30
   2003.4778   2003.4778   379.11   379.13   377.33
   2003.4972   2003.4969   378.94   378.60   377.36
   2003.5161   2003.5161   378.24   378.04   377.39
   2003.5349   2003.5352   376.06   377.52   377.42
   2003.5537   2003.5544   375.64   377.06   377.45
   2003.5726   2003.5736   376.37   376.64   377.48
   2003.6102   2003.6092   376.07   375.83   377.54
   2003.6290   2003.6283   375.37   375.35   377.58
   2003.6479   2003.6475   374.39   374.87   377.61
   2003.6666   2003.6667   374.77   374.45   377.65
   2003.6860   2003.6858   374.11   374.13   377.68
   2003.7056   2003.7050   374.10   373.93   377.72
   2003.7250   2003.7242   373.88   373.87   377.76
   2003.7444   2003.7433   373.80   373.91   377.80
   2003.7634   2003.7625   374.14   374.05   377.84
   2003.7822   2003.7817   374.19   374.27   377.88
   2003.8010   2003.8008   374.30   374.57   377.92
   2003.8199   2003.8200   375.17   374.96   377.96
   2003.8362   2003.8364   375.11   375.35   377.99
   2003.8584   2003.8583   375.86   375.90   378.04
   2003.8778   2003.8775   376.52   376.38   378.09
   2003.8972   2003.8966   376.45   376.80   378.13
   2003.9166   2003.9158   377.38   377.12   378.17
   2003.9354   2003.9350   377.39   377.33   378.22
   2003.9542   2003.9541   377.15   377.47   378.26
   2003.9730   2003.9733   377.42   377.58   378.31
   2003.9919   2003.9925   377.71   377.73   378.36
   2004.0107   2004.0116   378.05   377.97   378.40
   2004.0295   2004.0308   378.89   378.32   378.45
   2004.0483   2004.0472   378.29   378.68   378.49
   2004.0673   2004.0664   378.73   379.11   378.54
   2004.0863   2004.0856   379.83   379.47   378.59
   2004.1063   2004.1075   378.92   379.72   378.64
   2004.1265   2004.1266   380.20   379.83   378.69
   2004.1466   2004.1458   380.84   379.92   378.74
   2004.1693   2004.1704   382.17   380.14   378.81
   2004.1881   2004.1869   379.10   380.41   378.85
   2004.2069   2004.2060   381.91   380.84   378.90
   2004.2257   2004.2252   380.24   381.30   378.95
   2004.2446   2004.2444   382.06   381.68   379.00
   2004.2639   2004.2635   382.39   381.89   379.05
   2004.2833   2004.2827   381.53   381.94   379.10
   2004.3000   2004.2991   382.14   381.91   379.15
   2004.3223   2004.3210   382.06   381.90   379.21
   2004.3414   2004.3402   381.34   382.00   379.26
   2004.3602   2004.3593   382.09   382.22   379.31
   2004.3790   2004.3785   382.39   382.46   379.36
   2004.3979   2004.3977   383.07   382.61   379.41
   2004.4166   2004.4168   382.92   382.59   379.46
   2004.4360   2004.4360   382.21   382.38   379.51
   2004.4556   2004.4552   382.01   382.04   379.56
   2004.4750   2004.4743   381.77   381.67   379.61
   2004.4944   2004.4935   380.61   381.33   379.66
   2004.5134   2004.5127   381.26   381.04   379.71
   2004.5322   2004.5318   381.42   380.76   379.76
   2004.5510   2004.5510   380.72   380.42   379.81
   2004.5673   2004.5674   380.14   380.06   379.85
   2004.5887   2004.5893   379.36   379.47   379.91
   2004.6075   2004.6085   378.08   378.90   379.96
   2004.6237   2004.6249   379.06   378.40   380.00
   2004.6451   2004.6441   377.50   377.83   380.05
   2004.6641   2004.6632   377.67   377.31   380.09
   2004.6833   2004.6824   377.66   376.85   380.14
   2004.7028   2004.7016   376.15   376.48   380.19
   2004.7416   2004.7426   375.90   376.21   380.29
   2004.7607   2004.7618   376.49   376.38   380.33
   2004.7983   2004.7974   377.32   377.04   380.42
   2004.8173   2004.8166   377.21   377.43   380.46
   2004.8362   2004.8357   377.26   377.78   380.50
   2004.8556   2004.8549   378.18   378.06   380.55
   2004.8750   2004.8741   378.59   378.33   380.59
   2004.9139   2004.9151   378.71   379.06   380.68
   2004.9327   2004.9316   380.25   379.41   380.72
   2004.9515   2004.9507   379.44   379.81   380.76
   2004.9703   2004.9699   379.84   380.15   380.80
   2004.9893   2004.9890   380.47   380.41   380.84
   2005.0081   2005.0082   380.52   380.59   380.88
   2005.0269   2005.0274   381.07   380.77   380.92
   2005.0457   2005.0465   381.27   380.99   380.95
   2005.0646   2005.0657   380.89   381.26   380.99
   2005.0834   2005.0821   381.13   381.51   381.03
   2005.1042   2005.1040   382.02   381.80   381.07
   2005.1250   2005.1259   382.57   381.98   381.11
   2005.1459   2005.1451   381.86   382.04   381.15
   2005.1666   2005.1670   381.28   382.09   381.19
   2005.1854   2005.1862   382.81   382.21   381.23
   2005.2042   2005.2053   382.57   382.48   381.26
   2005.2230   2005.2218   382.79   382.84   381.29
   2005.2419   2005.2409   382.49   383.40   381.33
   2005.2611   2005.2601   384.09   383.99   381.36
   2005.2805   2005.2793   385.05   384.54   381.40
   2005.3000   2005.3012   384.99   385.01   381.43
   2005.3195   2005.3203   384.89   385.28   381.47
   2005.3387   2005.3395   385.28   385.41   381.50
   2005.3575   2005.3587   385.37   385.42   381.53
   2005.3763   2005.3751   385.46   385.34   381.56
   2005.3951   2005.3943   385.42   385.14   381.60
   2005.4141   2005.4134   384.84   384.82   381.63
   2005.4333   2005.4326   384.22   384.39   381.66
   2005.4528   2005.4517   383.93   383.90   381.69
   2005.4722   2005.4709   383.64   383.41   381.73
   2005.4944   2005.4956   383.22   382.86   381.77
   2005.5107   2005.5120   382.46   382.56   381.80
   2005.5295   2005.5284   381.77   382.28   381.82
   2005.5483   2005.5476   382.16   381.95   381.85
   2005.5673   2005.5667   382.03   381.54   381.89
   2005.5861   2005.5859   381.43   381.05   381.92
   2005.6049   2005.6051   380.13   380.47   381.95
   2005.6237   2005.6242   380.00   379.88   381.98
   2005.6425   2005.6434   378.80   379.33   382.01
   2005.6614   2005.6626   379.57   378.90   382.05
   2005.6805   2005.6817   378.41   378.61   382.08
   2005.7000   2005.7009   378.95   378.47   382.11
   2005.7194   2005.7201   378.34   378.47   382.14
