    Time       Tim        CO2       Fit      Trn
   2005.7389   2005.7392   378.21   378.58   382.18
   2005.7581   2005.7584   378.91   378.76   382.21
   2005.7769   2005.7775   378.69   378.96   382.24
   2005.7957   2005.7967   379.33   379.16   382.27
   2005.8334   2005.8323   379.63   379.50   382.34
   2005.8723   2005.8734   379.85   380.05   382.41
   2005.8917   2005.8925   380.42   380.44   382.44
   2005.9111   2005.9117   380.81   380.88   382.47
   2005.9301   2005.9309   381.37   381.33   382.51
   2005.9489   2005.9500   380.95   381.71   382.54
   2005.9677   2005.9665   383.12   381.97   382.57
   2005.9866   2005.9856   381.81   382.21   382.61
   2006.0054   2006.0048   382.29   382.44   382.64
   2006.0242   2006.0240   382.96   382.74   382.68
   2006.0430   2006.0431   382.03   383.11   382.71
   2006.0618   2006.0623   385.09   383.54   382.75
   2006.0807   2006.0815   383.54   383.91   382.78
   2006.1012   2006.1006   383.30   384.14   382.82
   2006.1221   2006.1225   384.60   384.17   382.86
   2006.1429   2006.1417   384.47   384.06   382.89
   2006.1637   2006.1636   384.49   383.97   382.94
   2006.1801   2006.1800   382.56   384.05   382.97
   2006.1989   2006.1992   384.50   384.37   383.00
   2006.2203   2006.2211   385.50   385.00   383.05
   2006.2393   2006.2402   385.31   385.62   383.08
   2006.2611   2006.2621   385.51   386.21   383.13
   2006.2778   2006.2786   386.10   386.47   383.16
   2006.2972   2006.2977   387.59   386.57   383.20
   2006.3167   2006.3169   386.38   386.53   383.23
   2006.3361   2006.3361   386.57   386.46   383.27
   2006.3549   2006.3552   385.91   386.44   383.31
   2006.3737   2006.3744   386.26   386.49   383.35
   2006.3925   2006.3936   386.71   386.54   383.39
   2006.4500   2006.4511   386.53   386.12   383.50
   2006.4694   2006.4702   385.49   385.78   383.54
   2006.4889   2006.4894   384.45   385.40   383.58
   2006.5107   2006.5113   385.16   384.92   383.62
   2006.5269   2006.5277   385.85   384.51   383.66
   2006.5457   2006.5469   384.36   383.95   383.69
   2006.5646   2006.5633   382.74   383.40   383.73
   2006.5834   2006.5825   383.24   382.68   383.77
   2006.6022   2006.6016   381.82   381.97   383.81
   2006.6210   2006.6208   381.35   381.34   383.84
   2006.6398   2006.6400   379.86   380.86   383.88
   2006.6587   2006.6591   381.65   380.54   383.92
   2006.6777   2006.6783   381.48   380.37   383.96
   2006.7000   2006.7002   378.95   380.30   384.00
   2006.7194   2006.7194   380.55   380.30   384.04
   2006.7389   2006.7385   380.15   380.35   384.08
   2006.7581   2006.7577   380.57   380.46   384.12
   2006.7769   2006.7769   380.69   380.64   384.16
   2006.7930   2006.7933   380.88   380.86   384.19
   2006.8146   2006.8152   381.09   381.25   384.24
   2006.8334   2006.8344   381.82   381.65   384.27
   2006.8528   2006.8535   382.12   382.08   384.31
   2006.8723   2006.8727   382.04   382.50   384.35
   2006.8889   2006.8891   382.88   382.83   384.38
   2006.9083   2006.9083   382.81   383.15   384.42
   2006.9327   2006.9329   383.87   383.49   384.47
   2006.9489   2006.9493   383.64   383.69   384.50
   2006.9677   2006.9685   383.92   383.95   384.53
   2006.9839   2006.9849   384.00   384.23   384.57
   2007.0242   2007.0233   384.22   385.10   384.64
   2007.0430   2007.0424   385.59   385.52   384.67
   2007.0618   2007.0616   385.74   385.81   384.71
   2007.0807   2007.0808   386.76   385.90   384.75
   2007.1012   2007.0999   385.45   385.82   384.78
   2007.1221   2007.1218   385.92   385.60   384.82
   2007.1399   2007.1410   385.02   385.44   384.86
   2007.1637   2007.1629   384.88   385.43   384.90
   2007.1801   2007.1793   386.60   385.56   384.92
   2007.1989   2007.1985   385.35   385.81   384.96
   2007.2177   2007.2177   385.75   386.09   384.99
   2007.2366   2007.2368   385.98   386.32   385.03
   2007.2556   2007.2560   388.07   386.51   385.06
   2007.2750   2007.2752   385.67   386.69   385.09
   2007.2944   2007.2943   386.34   386.96   385.13
   2007.3138   2007.3135   387.51   387.35   385.16
   2007.3334   2007.3326   387.23   387.85   385.19
   2007.3522   2007.3518   388.84   388.36   385.22
   2007.3683   2007.3682   389.18   388.70   385.25
   2007.3898   2007.3901   388.73   388.90   385.29
   2007.4087   2007.4093   388.35   388.81   385.32
   2007.4277   2007.4285   388.18   388.53   385.35
   2007.4417   2007.4422   388.79   388.28   385.37
   2007.4667   2007.4668   387.83   387.82   385.41
   2007.4861   2007.4860   388.18   387.52   385.45
   2007.5054   2007.5051   387.32   387.25   385.48
   2007.5242   2007.5243   386.63   386.92   385.51
   2007.5430   2007.5435   386.26   386.45   385.54
   2007.5618   2007.5626   386.22   385.83   385.57
   2007.5807   2007.5818   385.40   385.10   385.60
   2007.6022   2007.6010   385.04   384.35   385.63
   2007.6183   2007.6174   383.33   383.79   385.66
   2007.6371   2007.6366   383.26   383.30   385.69
   2007.6506   2007.6502   382.89   383.07   385.71
   2007.6749   2007.6749   383.44   382.85   385.75
   2007.6945   2007.6940   382.10   382.76   385.78
   2007.7139   2007.7132   382.91   382.68   385.81
   2007.7333   2007.7324   382.99   382.58   385.84
   2007.7527   2007.7515   382.17   382.49   385.87
   2007.7715   2007.7707   382.57   382.48   385.90
   2007.7903   2007.7899   382.53   382.60   385.93
   2007.8091   2007.8090   382.84   382.85   385.96
   2007.8280   2007.8282   382.86   383.20   385.99
   2007.8473   2007.8474   383.42   383.58   386.02
   2007.8667   2007.8665   384.67   383.93   386.05
   2007.8861   2007.8857   384.16   384.23   386.08
   2007.9028   2007.9021   383.90   384.45   386.11
   2007.9247   2007.9240   384.32   384.75   386.14
   2007.9435   2007.9432   385.47   385.06   386.18
   2007.9596   2007.9596   385.53   385.38   386.20
   2007.9784   2007.9788   385.89   385.79   386.23
   2008.0027   2008.0034   386.18   386.32   386.28
   2008.0188   2008.0198   386.00   386.62   386.30
   2008.0564   2008.0554   387.09   387.02   386.36
   2008.0753   2008.0746   387.86   387.12   386.40
   2008.0948   2008.0938   386.86   387.18   386.43
   2008.1150   2008.1157   386.83   387.28   386.47
   2008.1351   2008.1348   387.02   387.44   386.50
   2008.1553   2008.1540   388.16   387.69   386.54
   2008.1774   2008.1786   388.53   388.10   386.58
   2008.1962   2008.1951   390.21   388.40   386.61
   2008.2150   2008.2142   387.97   388.70   386.64
   2008.2312   2008.2307   388.51   388.90   386.67
   2008.2528   2008.2526   389.62   389.04   386.72
   2008.2722   2008.2717   389.53   389.11   386.75
   2008.2916   2008.2909   389.03   389.17   386.79
   2008.3112   2008.3101   388.36   389.31   386.83
   2008.3495   2008.3484   389.38   389.88   386.90
   2008.3683   2008.3676   390.42   390.19   386.94
   2008.3871   2008.3867   390.43   390.38   386.98
   2008.4060   2008.4059   389.73   390.34   387.02
   2008.4222   2008.4223   390.60   390.11   387.05
   2008.4445   2008.4442   390.07   389.58   387.09
   2008.4611   2008.4606   388.68   389.10   387.13
   2008.4805   2008.4798   388.89   388.57   387.17
   2008.5027   2008.5017   387.27   388.10   387.22
   2008.5215   2008.5209   388.99   387.82   387.26
   2008.5403   2008.5400   386.93   387.59   387.30
   2008.5537   2008.5537   387.76   387.41   387.33
   2008.5780   2008.5784   386.90   386.96   387.38
   2008.5968   2008.5975   386.65   386.47   387.43
   2008.6156   2008.6167   386.18   385.90   387.47
   2008.6479   2008.6468   384.96   385.04   387.54
   2008.6666   2008.6660   385.52   384.63   387.58
   2008.6860   2008.6851   384.19   384.34   387.63
   2008.7056   2008.7043   383.83   384.17   387.67
   2008.7250   2008.7262   384.02   384.09   387.72
   2008.7472   2008.7481   384.30   384.09   387.77
   2008.7634   2008.7645   383.93   384.13   387.81
   2008.7822   2008.7810   384.31   384.22   387.85
   2008.8010   2008.8001   384.55   384.41   387.90
   2008.8199   2008.8193   384.80   384.68   387.95
   2008.8390   2008.8385   384.81   385.06   387.99
   2008.8584   2008.8576   385.03   385.50   388.04
   2008.8778   2008.8768   386.62   385.98   388.09
   2008.9166   2008.9179   386.78   386.86   388.19
   2008.9381   2008.9370   386.76   387.13   388.24
   2008.9542   2008.9535   386.59   387.28   388.28
   2008.9757   2008.9754   388.59   387.42   388.33
   2008.9919   2008.9918   387.44   387.54   388.37
   2009.0107   2009.0110   387.99   387.76   388.42
   2009.0295   2009.0301   387.57   388.10   388.47
   2009.0510   2009.0520   388.34   388.60   388.52
   2009.0673   2009.0684   388.04   389.01   388.57
   2009.1072   2009.1068   390.95   389.73   388.66
   2009.1281   2009.1287   388.43   389.89   388.72
   2009.1488   2009.1478   388.92   389.94   388.77
   2009.1693   2009.1697   391.84   390.01   388.82
   2009.1881   2009.1889   391.15   390.19   388.87
   2009.2069   2009.2081   391.07   390.54   388.92
   2009.2257   2009.2245   390.84   390.94   388.96
   2009.2446   2009.2437   390.12   391.47   389.01
   2009.2667   2009.2656   392.06   392.02   389.06
   2009.3027   2009.3039   393.59   392.61   389.16
   2009.3250   2009.3258   392.79   392.79   389.21
   2009.3414   2009.3422   392.57   392.92   389.25
   2009.3602   2009.3614   392.59   393.08   389.30
   2009.3790   2009.3778   392.92   393.22   389.34
   2009.4006   2009.3997   393.59   393.28   389.39
   2009.4166   2009.4162   393.71   393.16   389.43
   2009.4360   2009.4353   392.99   392.79   389.48
   2009.4556   2009.4545   391.69   392.22   389.52
   2009.4944   2009.4956   391.02   390.81   389.62
   2009.5134   2009.5147   390.63   390.32   389.66
   2009.5322   2009.5311   389.81   390.02   389.70
   2009.5510   2009.5503   389.75   389.73   389.75
   2009.5699   2009.5695   389.66   389.39   389.79
   2009.5887   2009.5886   388.81   388.91   389.83
   2009.6075   2009.6078   388.57   388.26   389.88
   2009.6263   2009.6270   387.52   387.53   389.92
   2009.6451   2009.6461   387.00   386.87   389.96
   2009.6641   2009.6653   386.51   386.40   390.00
   2009.6833   2009.6845   385.44   386.18   390.04
   2009.6917   2009.6927   386.80   386.17   390.06
   2009.7222   2009.7228   386.15   386.38   390.13
   2009.7416   2009.7420   386.70   386.60   390.17
   2009.7607   2009.7611   386.79   386.80   390.21
   2009.7795   2009.7803   386.66   386.99   390.25
   2009.7983   2009.7995   387.26   387.20   390.29
   2009.8362   2009.8350   387.86   387.78   390.36
   2009.8750   2009.8761   388.33   388.64   390.44
   2009.8945   2009.8953   388.96   388.98   390.48
   2009.9139   2009.9144   389.59   389.24   390.52
   2009.9327   2009.9336   389.72   389.46   390.55
   2009.9515   2009.9528   389.04   389.71   390.59
   2009.9703   2009.9692   390.31   390.00   390.62
   2009.9893   2009.9884   389.73   390.42   390.66
   2010.0081   2010.0075   391.59   390.90   390.69
   2010.0269   2010.0267   391.01   391.36   390.73
   2010.0457   2010.0459   392.70   391.71   390.76
   2010.0646   2010.0650   390.78   391.88   390.80
   2010.0834   2010.0842   392.36   391.88   390.83
   2010.1042   2010.1034   391.67   391.77   390.87
   2010.1250   2010.1253   391.16   391.62   390.91
   2010.1459   2010.1472   391.75   391.58   390.95
   2010.1666   2010.1663   392.71   391.70   390.98
   2010.1881   2010.1882   391.19   392.00   391.02
   2010.2042   2010.2047   391.96   392.29   391.05
   2010.2230   2010.2238   391.79   392.64   391.08
   2010.2419   2010.2430   393.94   392.94   391.11
   2010.2611   2010.2621   393.15   393.18   391.15
   2010.2805   2010.2813   393.34   393.39   391.18
   2010.3000   2010.3005   392.62   393.63   391.21
   2010.3195   2010.3196   395.02   393.92   391.24
   2010.3387   2010.3388   393.46   394.25   391.28
   2010.3575   2010.3580   392.46   394.56   391.31
   2010.3763   2010.3771   395.03   394.75   391.34
   2010.3951   2010.3963   395.16   394.71   391.38
   2010.4333   2010.4346   394.24   393.93   391.44
   2010.4528   2010.4538   393.31   393.37   391.47
   2010.4722   2010.4730   392.99   392.89   391.51
   2010.4916   2010.4921   392.44   392.59   391.54
   2010.5107   2010.5113   393.00   392.47   391.57
   2010.5295   2010.5305   392.73   392.42   391.61
   2010.5483   2010.5496   391.70   392.29   391.64
   2010.5673   2010.5661   392.15   392.00   391.67
   2010.5861   2010.5852   391.32   391.40   391.70
   2010.6049   2010.6044   390.78   390.59   391.74
   2010.6263   2010.6263   390.16   389.60   391.78
   2010.6425   2010.6427   389.30   388.98   391.81
   2010.6614   2010.6619   388.52   388.53   391.84
   2010.6805   2010.6810   387.40   388.39   391.88
   2010.7000   2010.7002   388.51   388.48   391.91
   2010.7167   2010.7166   389.42   388.65   391.94
   2010.7389   2010.7385   388.60   388.87   391.98
   2010.7581   2010.7577   389.31   388.98   392.02
   2010.7769   2010.7769   388.81   389.04   392.06
   2010.7957   2010.7960   388.84   389.13   392.10
   2010.8146   2010.8152   389.38   389.31   392.13
   2010.8334   2010.8344   389.64   389.59   392.17
   2010.8528   2010.8535   389.66   389.94   392.21
   2010.8723   2010.8727   390.47   390.31   392.25
   2010.8917   2010.8919   390.63   390.67   392.29
   2010.9111   2010.9110   391.10   391.02   392.33
   2010.9301   2010.9302   391.20   391.39   392.37
   2010.9489   2010.9493   391.70   391.80   392.41
   2010.9677   2010.9685   392.16   392.23   392.45
   2010.9866   2010.9877   392.24   392.62   392.49
   2011.0054   2011.0041   392.96   392.86   392.52
   2011.0242   2011.0233   393.64   392.99   392.57
   2011.0430   2011.0424   392.44   392.97   392.61
   2011.0618   2011.0616   393.64   392.88   392.65
   2011.0807   2011.0808   392.35   392.81   392.70
   2011.1012   2011.0999   391.89   392.85   392.74
   2011.1221   2011.1218   393.25   393.07   392.79
   2011.1488   2011.1492   394.52   393.48   392.86
   2011.1637   2011.1629   393.63   393.70   392.89
   2011.1801   2011.1793   393.37   393.96   392.93
   2011.1989   2011.1985   393.68   394.26   392.97
   2011.2177   2011.2177   394.38   394.62   393.02
   2011.2366   2011.2368   395.75   395.09   393.07
   2011.2556   2011.2560   394.85   395.65   393.12
   2011.2750   2011.2752   396.96   396.25   393.17
   2011.2944   2011.2943   396.05   396.76   393.21
   2011.3138   2011.3135   396.69   397.09   393.26
   2011.3334   2011.3326   397.21   397.17   393.31
   2011.3522   2011.3518   397.38   397.04   393.36
   2011.3683   2011.3682   397.62   396.82   393.41
   2011.3898   2011.3901   396.03   396.47   393.47
   2011.4087   2011.4093   396.02   396.20   393.52
   2011.4277   2011.4285   395.59   395.98   393.57
   2011.4471   2011.4476   396.21   395.79   393.62
   2011.4667   2011.4668   396.21   395.59   393.68
   2011.4861   2011.4860   395.51   395.34   393.73
   2011.5054   2011.5051   394.38   395.01   393.78
   2011.5242   2011.5243   395.12   394.61   393.84
   2011.5430   2011.5435   393.90   394.14   393.89
   2011.5618   2011.5626   394.16   393.60   393.95
   2011.5807   2011.5818   392.68   393.01   394.00
   2011.5995   2011.5982   392.75   392.49   394.05
   2011.6183   2011.6174   393.30   391.90   394.11
   2011.6371   2011.6366   390.26   391.41   394.16
   2011.6560   2011.6557   390.51   391.06   394.22
   2011.6749   2011.6749   391.35   390.88   394.28
   2011.6945   2011.6940   391.15   390.84   394.34
   2011.7139   2011.7132   391.12   390.87   394.39
   2011.7333   2011.7324   390.61   390.91   394.45
   2011.7527   2011.7515   390.83   390.91   394.51
   2011.7715   2011.7707   390.79   390.89   394.57
   2011.7903   2011.7899   390.88   390.93   394.62
   2011.8091   2011.8090   391.52   391.13   394.68
   2011.8280   2011.8282   391.34   391.53   394.74
   2011.8473   2011.8474   391.60   392.13   394.80
   2011.8667   2011.8665   392.88   392.84   394.86
   2011.8861   2011.8857   393.52   393.54   394.92
   2011.9056   2011.9049   394.94   394.09   394.98
   2011.9247   2011.9240   393.28   394.44   395.03
   2011.9435   2011.9432   394.30   394.61   395.09
   2011.9623   2011.9624   395.24   394.68   395.15
   2011.9866   2011.9870   395.00   394.84   395.23
   2012.0054   2012.0062   394.93   395.08   395.29
   2012.0188   2012.0198   395.20   395.33   395.33
   2012.0564   2012.0554   395.34   396.03   395.44
   2012.0753   2012.0746   396.65   396.32   395.49
   2012.0948   2012.0938   397.36   396.51   395.55
   2012.1150   2012.1157   395.94   396.67   395.62
   2012.1351   2012.1348   397.29   396.86   395.68
   2012.1553   2012.1540   396.38   397.14   395.73
   2012.1774   2012.1786   398.29   397.59   395.81
   2012.1962   2012.1951   397.02   397.87   395.86
   2012.2150   2012.2142   398.38   398.09   395.91
   2012.2339   2012.2334   397.97   398.16   395.97
   2012.2528   2012.2526   398.71   398.15   396.03
   2012.2722   2012.2717   398.53   398.18   396.08
   2012.2889   2012.2882   397.45   398.33   396.13
   2012.3112   2012.3101   398.46   398.77   396.19
   2012.3495   2012.3484   399.68   399.80   396.30
   2012.3683   2012.3676   399.69   400.09   396.36
   2012.3871   2012.3867   400.17   400.06   396.41
   2012.4060   2012.4059   400.59   399.75   396.46
   2012.4249   2012.4251   399.24   399.31   396.52
   2012.4445   2012.4442   398.14   398.90   396.57
   2012.4639   2012.4634   398.80   398.62   396.62
   2012.4833   2012.4825   398.71   398.45   396.67
   2012.5027   2012.5017   398.13   398.29   396.73
   2012.5215   2012.5209   398.32   397.98   396.78
   2012.5403   2012.5400   397.41   397.46   396.83
   2012.5591   2012.5592   397.11   396.76   396.88
   2012.5780   2012.5784   396.57   396.01   396.93
   2012.5968   2012.5975   394.34   395.37   396.98
   2012.6156   2012.6167   395.18   394.92   397.03
   2012.6344   2012.6331   394.31   394.66   397.07
   2012.6533   2012.6523   395.05   394.45   397.12
   2012.6722   2012.6715   394.73   394.21   397.16
   2012.6917   2012.6906   394.06   393.90   397.21
   2012.7111   2012.7098   392.74   393.56   397.26
   2012.7305   2012.7317   392.90   393.28   397.31
   2012.7554   2012.7563   393.59   393.29   397.37
   2012.7688   2012.7700   393.64   393.47   397.40
   2012.7876   2012.7864   394.35   393.84   397.44
   2012.8064   2012.8056   394.08   394.37   397.48
   2012.8253   2012.8248   394.75   394.88   397.52
   2012.8445   2012.8439   395.12   395.29   397.57
   2012.8639   2012.8631   396.06   395.56   397.61
   2012.8834   2012.8823   394.83   395.74   397.65
   2012.9408   2012.9398   396.23   396.47   397.78
   2012.9596   2012.9589   398.90   396.87   397.82
   2012.9784   2012.9781   397.31   397.29   397.86
   2012.9973   2012.9973   398.24   397.68   397.90
   2013.0161   2013.0164   397.53   397.98   397.94
   2013.0349   2013.0356   397.73   398.17   397.97
   2013.0537   2013.0548   398.37   398.24   398.01
   2013.0923   2013.0931   398.49   398.20   398.09
   2013.1132   2013.1123   398.02   398.22   398.13
   2013.1339   2013.1342   398.46   398.39   398.17
   2013.1548   2013.1561   397.83   398.75   398.21
   2013.1801   2013.1807   399.38   399.36   398.26
   2013.1935   2013.1944   399.67   399.75   398.28
   2013.2123   2013.2136   401.43   400.32   398.32
   2013.2312   2013.2300   400.05   400.78   398.35
   2013.2528   2013.2519   400.78   401.32   398.39
   2013.2694   2013.2683   401.97   401.65   398.42
   2013.2889   2013.2902   401.93   402.00   398.46
   2013.3083   2013.3094   401.51   402.21   398.49
   2013.3250   2013.3258   402.55   402.34   398.52
   2013.3468   2013.3477   403.36   402.43   398.56
   2013.3656   2013.3669   401.88   402.45   398.59
   2013.3844   2013.3833   402.39   402.42   398.62
   2013.4033   2013.4025   401.94   402.33   398.66
   2013.4222   2013.4216   402.28   402.15   398.69
   2013.4417   2013.4408   401.94   401.87   398.72
   2013.4611   2013.4600   401.80   401.48   398.76
   2013.5000   2013.5010   400.63   400.30   398.83
   2013.5376   2013.5366   399.05   399.08   398.89
   2013.5564   2013.5558   398.46   398.43   398.92
   2013.5753   2013.5749   397.42   397.82   398.96
   2013.5941   2013.5941   398.03   397.26   398.99
   2013.6129   2013.6133   397.22   396.77   399.02
   2013.6317   2013.6324   396.18   396.36   399.06
   2013.6506   2013.6516   395.57   396.03   399.09
   2013.6888   2013.6899   395.43   395.55   399.16
   2013.7083   2013.7091   395.24   395.39   399.19
   2013.7278   2013.7283   395.95   395.28   399.23
   2013.7472   2013.7474   395.34   395.28   399.26
   2013.7661   2013.7666   394.90   395.41   399.30
   2013.7849   2013.7858   395.83   395.70   399.34
   2013.8037   2013.8049   396.00   396.11   399.37
   2013.8226   2013.8214   399.63   396.52   399.40
   2013.8417   2013.8405   396.70   396.98   399.44
   2013.8639   2013.8652   398.22   397.46   399.49
   2013.8806   2013.8816   398.02   397.71   399.52
   2013.9000   2013.9008   396.68   398.00   399.56
   2013.9193   2013.9199   399.11   398.35   399.60
   2013.9381   2013.9391   399.01   398.80   399.63
   2013.9515   2013.9528   398.30   399.17   399.66
   2013.9757   2013.9747   399.81   399.74   399.71
   2013.9973   2013.9966   400.65   400.16   399.75
   2014.0134   2014.0130   399.79   400.31   399.79
   2014.0322   2014.0322   401.22   400.30   399.83
   2014.0510   2014.0513   399.52   400.20   399.87
   2014.0699   2014.0705   400.14   400.12   399.91
   2014.0894   2014.0897   400.35   400.15   399.95
   2014.1101   2014.1088   399.85   400.32   400.00
   2014.1310   2014.1307   400.12   400.64   400.05
   2014.1519   2014.1526   402.02   400.99   400.10
   2014.1720   2014.1718   401.36   401.28   400.14
   2014.1908   2014.1910   404.25   401.56   400.19
   2014.2096   2014.2101   401.43   401.91   400.23
   2014.2284   2014.2293   401.62   402.36   400.28
   2014.2473   2014.2485   402.50   402.94   400.33
   2014.2667   2014.2676   404.23   403.59   400.37
   2014.2861   2014.2868   405.28   404.19   400.42
   2014.3055   2014.3060   403.31   404.63   400.47
   2014.3250   2014.3251   404.35   404.81   400.52
   2014.3441   2014.3443   405.11   404.72   400.57
   2014.3629   2014.3634   404.55   404.43   400.62
   2014.3817   2014.3826   404.25   404.03   400.67
   2014.4006   2014.4018   403.36   403.64   400.72
   2014.4194   2014.4182   403.94   403.36   400.77
   2014.4388   2014.4401   403.70   403.09   400.83
   2014.4583   2014.4593   401.99   402.90   400.88
   2014.4778   2014.4784   402.76   402.66   400.93
   2014.4972   2014.4976   402.33   402.30   400.99
   2014.5161   2014.5168   401.76   401.79   401.04
   2014.5349   2014.5359   402.11   401.16   401.09
   2014.5726   2014.5715   399.67   400.00   401.20
   2014.5914   2014.5907   398.35   399.53   401.25
   2014.6156   2014.6153   399.12   399.13   401.33
   2014.6344   2014.6345   398.05   398.88   401.38
   2014.6479   2014.6482   399.49   398.69   401.43
   2014.6694   2014.6701   399.05   398.31   401.49
   2014.6860   2014.6865   398.07   397.98   401.54
   2014.7056   2014.7057   396.95   397.64   401.60
   2014.7250   2014.7248   397.35   397.45   401.66
   2014.7444   2014.7440   397.50   397.49   401.72
   2014.7634   2014.7632   397.95   397.77   401.78
   2014.7822   2014.7823   398.08   398.22   401.84
   2014.8010   2014.8015   398.77   398.70   401.90
   2014.8199   2014.8207   399.36   399.14   401.96
   2014.8390   2014.8398   398.99   399.50   402.02
   2014.8584   2014.8590   399.62   399.82   402.08
   2014.8778   2014.8782   400.55   400.15   402.14
   2014.8972   2014.8973   400.61   400.54   402.21
   2014.9166   2014.9165   400.46   400.97   402.27
   2014.9354   2014.9357   400.81   401.39   402.33
   2014.9542   2014.9548   402.60   401.72   402.39
   2014.9730   2014.9740   402.12   401.94   402.45
   2014.9919   2014.9932   401.71   402.08   402.52
   2015.0107   2015.0096   402.19   402.20   402.57
   2015.0295   2015.0287   402.07   402.42   402.63
   2015.0483   2015.0479   402.53   402.76   402.69
   2015.0673   2015.0671   403.91   403.19   402.76
   2015.0863   2015.0862   403.29   403.62   402.82
   2015.1072   2015.1081   404.74   403.99   402.89
   2015.1281   2015.1273   403.03   404.16   402.95
   2015.1488   2015.1492   404.80   404.21   403.02
   2015.1666   2015.1656   404.24   404.25   403.07
   2015.1854   2015.1848   403.62   404.37   403.14
   2015.2042   2015.2040   405.34   404.68   403.20
   2015.2230   2015.2231   404.77   405.18   403.26
   2015.2284   2015.2286   405.71   405.35   403.28
   2015.2473   2015.2478   405.19   406.01   403.34
   2015.2611   2015.2615   406.58   406.50   403.38
   2015.2805   2015.2806   408.37   407.12   403.44
   2015.3000   2015.2998   407.31   407.60   403.50
   2015.3250   2015.3244   413.57   407.95   403.58
   2015.3441   2015.3436   413.25   408.01   403.64
   2015.3575   2015.3573   408.37   407.97   403.68
   2015.3763   2015.3765   407.44   407.79   403.74
   2015.3951   2015.3956   408.23   407.51   403.80
   2015.4141   2015.4148   407.25   407.15   403.86
   2015.4388   2015.4394   405.60   406.61   403.93
   2015.4583   2015.4586   407.04   406.16   403.99
   2015.4722   2015.4723   406.57   405.84   404.03
   2015.4916   2015.4914   405.31   405.42   404.09
   2015.5107   2015.5106   405.22   405.03   404.14
   2015.5322   2015.5325   404.75   404.60   404.21
   2015.5483   2015.5489   403.97   404.24   404.26
   2015.5673   2015.5681   403.82   403.75   404.31
   2015.5887   2015.5900   403.38   403.05   404.37
   2015.6049   2015.6037   403.09   402.55   404.41
   2015.6237   2015.6229   401.25   401.83   404.47
   2015.6425   2015.6420   402.21   401.16   404.52
   2015.6614   2015.6612   400.37   400.64   404.57
   2015.6805   2015.6804   399.55   400.34   404.63
   2015.7000   2015.6995   400.66   400.28   404.68
   2015.7194   2015.7187   400.81   400.43   404.73
   2015.7389   2015.7379   400.33   400.71   404.78
   2015.7581   2015.7570   401.04   401.06   404.83
   2015.7769   2015.7762   401.55   401.42   404.88
   2015.7957   2015.7953   401.78   401.78   404.93
   2015.8146   2015.8145   402.01   402.14   404.98
   2015.8334   2015.8337   402.11   402.52   405.03
   2015.8528   2015.8528   402.95   402.90   405.08
   2015.8723   2015.8720   405.31   403.29   405.13
   2015.8917   2015.8912   403.88   403.67   405.18
   2015.9111   2015.9103   403.98   404.01   405.23
   2015.9301   2015.9295   403.34   404.31   405.27
   2015.9489   2015.9487   405.66   404.57   405.32
   2015.9677   2015.9678   404.34   404.81   405.37
   2015.9866   2015.9870   404.56   405.04   405.41
   2016.0054   2016.0062   405.66   405.27   405.46
   2016.0269   2016.0281   405.41   405.55   405.51
   2016.0457   2016.0445   406.02   405.76   405.55
   2016.0646   2016.0637   408.70   406.01   405.59
   2016.0834   2016.0828   406.10   406.24   405.64
   2016.1035   2016.1047   406.13   406.48   405.69
   2016.1265   2016.1266   406.03   406.68   405.74
   2016.1466   2016.1458   407.93   406.82   405.78
   2016.1610   2016.1622   407.99   406.95   405.82
   2016.2015   2016.2005   407.19   407.39   405.90
   2016.2230   2016.2225   407.02   407.77   405.95
   2016.2393   2016.2389   408.69   408.09   405.99
   2016.2583   2016.2580   408.86   408.48   406.03
   2016.2778   2016.2772   408.80   408.85   406.07
   2016.2972   2016.2964   410.98   409.16   406.11
   2016.3167   2016.3155   409.14   409.42   406.16
   2016.3549   2016.3539   409.78   409.82   406.24
   2016.3737   2016.3730   410.23   409.96   406.28
   2016.3925   2016.3922   410.17   410.03   406.32
   2016.4114   2016.4114   409.63   409.96   406.36
   2016.4305   2016.4305   409.97   409.74   406.40
   2016.4500   2016.4497   409.82   409.34   406.44
   2016.4667   2016.4661   408.16   408.89   406.48
   2016.4889   2016.4880   408.72   408.19   406.52
   2016.5054   2016.5044   407.48   407.66   406.56
   2016.5269   2016.5264   407.33   407.03   406.60
   2016.5457   2016.5455   406.79   406.59   406.64
   2016.5834   2016.5838   405.75   405.95   406.73
   2016.6022   2016.6030   405.65   405.63   406.77
   2016.6210   2016.6222   405.43   405.23   406.81
   2016.6398   2016.6386   404.56   404.81   406.84
   2016.6587   2016.6578   404.30   404.26   406.88
   2016.6777   2016.6769   403.84   403.71   406.93
   2016.7028   2016.7016   403.73   403.17   406.98
   2016.7361   2016.7372   402.30   402.97   407.06
   2016.7554   2016.7563   402.92   403.14   407.10
   2016.7930   2016.7919   404.20   403.71   407.18
   2016.8173   2016.8166   404.80   404.16   407.23
   2016.8307   2016.8303   404.25   404.42   407.26
   2016.8501   2016.8494   404.07   404.81   407.31
   2016.8667   2016.8658   404.53   405.18   407.34
   2016.8889   2016.8877   406.01   405.69   407.39
   2016.9274   2016.9261   407.02   406.43   407.48
   2016.9462   2016.9452   406.10   406.65   407.52
   2016.9650   2016.9644   406.42   406.78   407.57
   2016.9839   2016.9836   406.86   406.91   407.61
